uuid,work_id,work_level,work_name,school,player,tutor
Table123_2846,85159,三等奖,稀缺的国粹,河北大学,郭雅琦、刘明暄,王卫军
Table123_2847,85165,三等奖,基于 xgboost 算法的餐饮选址系统,河南城建学院,马曙光、帅伟、徐俊飞,董国忠、薛冰
Table123_2848,85168,二等奖,基于人员轨迹的校园疫情防控大数据系统,河南城建学院,刘沣霆、张泽旭、郭崇岭,董国忠、薛冰
Table123_2849,85170,三等奖,基于物联网的一体化实训平台,天津职业技术师范大学,赵云龙、韩豪奇、覃星玮,李享、荣建翾
Table123_2850,85172,三等奖,基于“云平台”的快速物联网终端设备,天津职业技术师范大学,郭中旺、罗天淳,杨旭、李享
Table123_2851,85174,三等奖,智能口腔种植牙活化系统,天津职业技术师范大学,姜国庆、程磊、于敏超,方强
Table123_2852,85180,三等奖,声声慢,河南城建学院,韩梦岩、陈红,赵军民、张向娟
Table123_2853,85183,三等奖,【挑战一】速度与激情,亳州学院,廖德阳、陈哲、余畅,徐雷、张良
Table123_2854,85190,三等奖,观照,重庆邮电大学,唐美琳、卜楚婷、刘佳辰、李宜轩,田鑫、李明
Table123_2855,85202,三等奖,灯影人间,重庆邮电大学,刘思棋、刘博文、郭文洁,田鑫、幸小利
Table123_2856,85205,三等奖,题临安邸,曲阜师范大学,王苏、崔宏业,朱艳
Table123_2857,85206,三等奖,【挑战三】模拟物流分拣,上海电机学院,陈作栋、连胜群、杨丽君,范光宇、饶蕾
Table123_2858,85212,三等奖,基于增强现实的重庆科技学院导览系统,重庆科技学院,谢明月、李廷华、廖瑞丰,伍建全、陈刘奎
Table123_2859,85213,三等奖,增量升级自动配置工具,重庆科技学院,黄明鑫、杨振兴、唐楠,吴英、翟渊
Table123_2860,85215,三等奖,自律学习智能答题系统,江西理工大学,张琛、李征辉、王凯悦,郑剑
Table123_2861,85225,二等奖,智慧校园门禁与访客系统,重庆科技学院,胡欣、贺石骞、白锟龙,李忠、游明英
Table123_2862,85231,二等奖,基于云平台的学生宿舍安全监测系统,重庆科技学院,杨渊涵、廖熙珑、姚佳毅,翟渊、吴英
Table123_2863,85234,三等奖,基于 Android 的智能错题本,重庆科技学院,孔嘉元、刘俊阳、黄约敬,王成敏、刘海玲
Table123_2864,85241,三等奖,面向残障人士的基于深度学习自定义运动交互式贪吃蛇小游戏,重庆科技学院,李绍涵、杨武霖、傅军伟,向毅、徐显秋
Table123_2865,85244,三等奖,基于深度学习和图像识别技术的数独游戏求解器开发与实现,重庆科技学院,杨振兴、周鑫、刘肇川,游明英、吴英
Table123_2866,85248,二等奖,相遇问题,湖州师范学院,余洁、邵雅楠、田彭,王继东、邱相彬
Table123_2867,85251,一等奖,5G Is Here,湖州师范学院,刘晓莉、高洁、何钦,王继东、钱乾
Table123_2868,85252,二等奖,沉浮判定,湖州师范学院,林琦、徐潇,付庆科
Table123_2869,85257,三等奖,疫情捐赠,台州学院,徐浩、许玉祥,章美仁
Table124_2870,85260,三等奖,基于深度学习的五线谱音符识别与播放系统,台州学院,郑俭、董明月、黎慧,章美仁
Table124_2871,85262,三等奖,掌上校园疫情通,重庆工程学院,杨云江、王洪宇、朱朝东,赵商
Table124_2872,85268,三等奖,研究生与科研网上评审系统,河南大学,朱阳、张恒铭、王艺润,梁胜彬
Table124_2873,85273,三等奖,基于 IC 卡的健身中心信息管理系统,河南大学,马瑞鹏、马浩远、孙畅煊,刘颜红、张东生
Table124_2874,85277,二等奖,数字化校园综合服务信息平台,河南大学,王凯明、谢文旭、黄济棠,谢苑
Table124_2875,85279,三等奖,二十四节气中的乡土文化教育,湖州师范学院,周睿、李铃铃、张温倩,刘刚、任强
Table124_2876,85280,三等奖,《黎平侗族侗年文化展示》的动画设计与制作,凯里学院,石开丽,於厚荣、彭茜
Table124_2877,85281,二等奖,基于 CourseMaker 的区块链科普微课,河南大学,马瑞鹏、李哲锐、徐靖涵,谢苑、栗晓文
Table124_2878,85283,二等奖,跨越千年的鸟鸣,湖州师范学院,田彭、曹萍,王继东、胡水星
Table124_2879,85287,三等奖,民族艺术,凯里学院,龙开杰,王小雪
Table124_2880,85290,二等奖,探究磁生电，揭开发电机的神秘面纱,河南大学,胡鹏宇、万相志、申文韬,王立、渠慎明
Table124_2881,85291,三等奖,苗族鼓藏节,凯里学院,徐婷,王小雪
Table124_2882,85297,三等奖,基于 WIFI 信号的跌倒检测系统,河南大学,梁瀚余、牛牧原、梁朋珞,肖春静、杨伟
Table124_2883,85308,三等奖,基于深度迁移学习的植物气孔智能检测与识别系统,河南大学,郗梓钧、徐静、王一凡,杨晓慧
Table124_2884,85309,三等奖,基于深度学习的面部与车牌检测系统,河南大学,汪琛龙、张语昕、耿昕妍,陈立家
Table124_2885,85311,三等奖,全球变暖,厦门理工学院,董晨露,姜艳、郑思红
Table124_2886,85327,三等奖,百万步生态土鸡养殖平台,重庆工程学院,石小龙、王元珑、陈林,陈彬、陈俟伶
Table124_2887,85331,二等奖,基于以太坊的区块链人才信息平台,重庆工程学院,杨林、黄淞仪、徐可欣,刘阳、彭娟
Table124_2888,85337,二等奖,东京梦华 2020,河南大学,刘子逸、罗皓蓝,李佳琳
Table124_2889,85339,二等奖,古都丽影-汴梁近现代传统文化缩影,河南大学,张嘉幸、何佳溪、毛文康、李倩茹,燕俊、刘俊男
Table124_2890,85349,三等奖,基于 spark 架构的实时推荐电影项目,河南大学,桂明亮、崔健、孙英杰,张东生
Table124_2891,85354,三等奖,厝之南,福建农林大学,苏心、陈倩娜,卓芽、周知
Table124_2892,85364,二等奖,《春·俗》,重庆工程学院,唐乐,刘娉
Table124_2893,85385,三等奖,《中国传统神话故事》新媒体插画系列,重庆工程学院,牟舒娜,李佳蔚
Table124_2894,85388,三等奖,重庆未来城市形象概念设计与展示,重庆工程学院,涂佳鑫,张小玲
Table124_2895,85389,三等奖,盛开在雨中的花,泉州职业技术大学,黄嘉红、黄婷,赵小源
Table125_2896,85398,三等奖,口袋雕刻师,重庆工程学院,段小沙、王旭婷、周佳、刘艳妮、何诗琪,桂风娇、王平
Table125_2897,85399,三等奖,丛林历险记,重庆工程学院,彭泰祺、杜宣萱、陈雪丽,聂太良、桂风娇
Table125_2898,85423,二等奖,【挑战二】基于深度学习的 CT 影像结直肠息肉检测,南京理工大学,苏一飞、邬莉莉、孔迎澳,孙亚星
Table125_2899,85433,三等奖,基于全连接神经网络的企业风险评估系统,浙江中医药大学,何真可、毛浩地、蔡承佑,李志敏、傅川
Table125_2900,85437,三等奖,西夏文历史区景观装置设计与环境规划,南开大学,张宏鑫,高裴裴
Table125_2901,85439,三等奖,朱红,南开大学,李明、付诗清、张秀彩、杨乐苡、李款冬,高裴裴
Table125_2902,85445,三等奖,鸟语自然,内蒙古科技大学,周湘洋、田旭、孙玉海,余金玲、张继凯
Table125_2903,85446,三等奖,妙手丹青,武夷学院,李思捷、涂虹、欧阳沁颖,赵鹏升
Table125_2904,85449,二等奖,《漪涟影叹》-为琵琶、室内乐与电子乐而作,上海音乐学院,王樱洁,刘灏
Table125_2905,85490,二等奖,【挑战四】人口流动数据的新冠肺炎疫情预测模型,南京医科大学,王湘、宋文煜、刘文,彭志行
Table125_2906,85506,三等奖,琴筝科技——基于深度学习技术（LRCNs）的智能国乐学习平台,浙江工商大学,叶绮雅、张睿、董书赟,项益鸣
Table125_2907,85507,三等奖,co-reader 可可绘本——基于深度学习与交互动画制作引擎技术的亲子阅读平台,浙江工商大学,郭世豪、俞宇锋、严晓,项益鸣
Table125_2908,85508,三等奖,基于深度学习的视频多目标行人检测与追踪研究,青岛大学,张玉洁、王冬晓,李琳、杜祥军
Table125_2909,85509,二等奖,护林人,山东大学（威海）,王炳人、陈娅雯、余海瑶、卓晓玲、高奥,王春鹏、曲美霞
Table125_2910,85510,三等奖,十一智能学习小助手,青岛大学,柴延明、罗梦祯、徐凯燕,隋坤杰、杨进中
Table125_2911,85513,三等奖,再遇山哈——文化涵化背景下畲族村集体记忆空间的重塑,福建师范大学,彭昀晖,郭希彦、赵利权
Table125_2912,85523,三等奖,茶文化,浙江工商大学,翁义祝、梅祁昱,苏然
Table125_2913,85528,二等奖,云阶月地,浙江工商大学,徐晨、史伊颜,陈瑛、陈昊
Table125_2914,85532,三等奖,中国“福”·蝠能清洁车设计,福建师范大学,林利丰、龚文君,赵利权、郭希彦
Table125_2915,85541,三等奖,空音,浙江音乐学院,王加勉、侯九亨、向天阳,申佳君
Table126_2916,85543,二等奖,纸寿千年熠熠馨宣纸体验中心空间设计,福建江夏学院,崔雪婷,毛翔
Table126_2917,85545,三等奖,烟台记忆,武夷学院,刘宇涵,吴丹、胡建红
Table126_2918,85549,一等奖,【挑战四】基于 PNN 分类与 LVQ 神经网络的疫情数据预测模型,郑州大学,姜书敏、李嘉诚、胡化策,罗荣辉、田勇志
Table126_2919,85558,三等奖,把黑夜照亮,河北大学,郭馨、任家欣、朱婧薇,李峥
Table126_2920,85580,二等奖,智能宠物笼,重庆工程学院,谭胜博、徐浪均、张奇兵,聂增丽、宋苗
Table126_2921,85589,二等奖,豫见年画,安阳师范学院,张钰婕、沈慧平,黄俊继、郝莎莎
Table126_2922,85591,三等奖,甲骨文之十二生肖,安阳师范学院,刘梦薇、牛婉红、马淑,黄俊继
Table126_2923,85594,三等奖,把黑夜照亮,淮阴师范学院,张妍,张津文
Table126_2924,85595,二等奖,清风武当,四川师范大学,陈子鹏,任伟鑫、曹乐
Table126_2925,85598,一等奖,钉钉幻想,四川师范大学,齐士元,张建成、曹乐
Table126_2926,85599,二等奖,师父,四川师范大学,何全东,曹乐、刘泳
Table126_2927,85608,二等奖,风华鉴,江西师范大学,曹晓霞、杨筱、吴双,王萍
Table126_2928,85609,三等奖,智慧汽车衡,河南工业职业技术学院,王伟航、刘凯炜、张依帆,马世欢、李伟
Table126_2929,85615,三等奖,诚实的小和尚,郑州工业应用技术学院,朱梦想,廖金菊
Table126_2930,85617,二等奖,蜀道难,南京信息工程大学,杨惟钧、葛琦,张友燕
Table126_2931,85618,三等奖,你和我,四川音乐学院,魏鹏程,沈忱、蔡奕滨
Table126_2932,85619,二等奖,太阳纪,四川音乐学院,李铄仪,陆敏捷、蔡奕滨
Table126_2933,85621,二等奖,归来时,四川音乐学院,李中原,蔡奕滨
Table126_2934,85627,三等奖,鲸·落,四川音乐学院,陈雪露,胡晓、张旭鲲
Table126_2935,85628,二等奖,wild lion,四川音乐学院,赵伦,赵天
Table126_2936,85640,三等奖,四时之景,滨州学院,李文超,高东影
Table126_2937,85641,三等奖,网络综合布线虚拟实验室,赣南师范大学,赵师伟、陈熙莹、陈佳颖,钟琦、范林秀
Table126_2938,85646,三等奖,龟兹古丽莎,石河子大学,邓雯洛、傅其娅,张弫、孔苑苑
Table126_2939,85647,三等奖,奔跑的阳光,石河子大学,顿佳玉,吕宝文、赵欢
Table126_2940,85648,三等奖,大美新疆,石河子大学,牛阳阳、罗雅诗,石宏、闻洪斌
Table126_2941,85651,三等奖,AI 智慧园区,阳光学院,陈镪、李斌、杜银烨,欧阳林艳
Table126_2942,85661,三等奖,宿舍购水助手,南昌航空大学,袁长锋、江帆、金佳玮,张永、彭巧珍
Table127_2943,85665,二等奖,新冠肺炎疫情图鉴,闽南理工学院,林观中,赖地养、卢瑞燕
Table127_2944,85679,三等奖,VR 消防高层逃生演练,闽南理工学院,吴晓琳、胡靖悦、李翔,林志灿、陶庆凤
Table127_2945,85680,三等奖,记忆中的红砖厝,闽南理工学院,林鹏翔、陈华钰、何淑惠、邱珊娜、雷伡雄,鲍福臻、周毅勇
Table127_2946,85702,二等奖,针对计划性剖宫产的产科住院病历可视化设计,杭州师范大学,陈盼盼、许成、蔡逸源,张佳、孙晓燕
Table127_2947,85709,二等奖,傩戏,青岛大学,王雪娇、王雅雯、徐心怡、杜黄永、钟蕊意,任雪玲、段睿光
Table127_2948,85711,三等奖,基于 stm32 物联网家居控制系统,郑州工业应用技术学院,顾文广、王龙飞、牛群,李景景、陈攀攀
Table127_2949,85712,二等奖,云想衣裳花想容,青岛大学,张弼超,任雪玲
Table127_2950,85717,一等奖,元夕庆,青岛大学,秦月宾,任雪玲
Table127_2951,85719,三等奖,文物语,青岛大学,王永帅、吴鲁晓、刘瑞媛、蓝梦琪、张明宝,段睿光
Table127_2952,85720,二等奖,卷上红楼,青岛大学,王子佼,马君弟
Table127_2953,85739,三等奖,素语--情侣间时间管理 APP 的设计与实现,青岛大学,黄鹏宇、金禾、皇甫素素,王翠平
Table127_2954,85740,三等奖,新型冠状病毒全球疫情,中国人民解放军海军航空大学,陈永展,赵海冰、邢翠芳
Table127_2955,85752,三等奖,青大印象之我爱青大,青岛大学,陈杨超、杨婷婷、赵明昱,王翠平
Table127_2956,85768,二等奖,“悦读 ECUT”微信小程序,东华理工大学,杨志豪、刘程伟、徐固,黄建仁
Table127_2957,85777,三等奖,易球馆,东华理工大学,杨家齐、叶鑫、邱在杰,徐洪珍
Table127_2958,85780,三等奖,基于点云的人脸重建及算法应用,东华理工大学,白蓉、张弘,陆玲
Table127_2959,85829,三等奖,奇妙的水小课堂,福建工程学院,黄晓钧、姚烁凡,晋诗宁
Table127_2960,85847,一等奖,谣言止于知者——新冠疫情之正见,浙江工商大学,王昕如、陈亭宇,陈岫、赵侃
Table127_2961,85853,三等奖,凤桥竹刻,浙江工商大学,金蕴雯、王国威,章逸超
Table127_2962,85855,三等奖,扎染之韵,浙江工商大学,杨澳涵、张江,陈丽丹
Table127_2963,85857,三等奖,瓷物匠心,浙江工商大学,林叶子,章逸超
Table127_2964,85873,三等奖,一无所有,曲阜师范大学,邢睿鹏、种鑫茹、马良、闫弘乾、李文栋,孔勇
Table127_2965,85881,三等奖,觥筹交错之时不只有众宾而欢,曲阜师范大学,刘欢、李晓晴、杜乐源,张洪孟
Table128_2966,85898,一等奖,红外辐射测温枪的测温原理,山东师范大学,邓卓怡、马传隆、武奕璇,杨晓娟
Table128_2967,85904,三等奖,探究阿基米德原理,山东师范大学,苗玉伟、谭吉招,王广新
Table128_2968,85907,三等奖,手绘微课：传染病及其预防,山东师范大学,马涵宇、宋绪洋、王宁,薄海
Table128_2969,85908,三等奖,好奇心实验站：基于 STEM 教学理念的线上科学平台,山东师范大学,魏文艳、宋继香、赵盈燃,顾吉有
Table128_2970,85911,三等奖,E 养天年—智能化社区养老服务平台,山东师范大学,孙敏、程小雨、孙涛,谭金波
Table128_2971,85912,三等奖,绮梦,南京师范大学中北学院,王雨珂,朱鑫磊、蔡颖
Table128_2972,85929,二等奖,数字电路虚拟仿真实验软件,福建技术师范学院,叶挺杰、赵思凯,马碧芳、郭永宁
Table128_2973,85936,三等奖,《漳州行》,福建江夏学院,杨美娘,方园
Table128_2974,85958,一等奖,拾铃叠幽,西北师范大学,王琦,盛鸿斌
Table128_2975,85970,三等奖,把远山看成个近山,西北师范大学,梁景泓,王剑
Table128_2976,85998,三等奖,福州脱胎漆器 VR 博物馆,福建技术师范学院,吴敬泽、黄炜楠、王祥伟,马碧芳、郭永宁
Table128_2977,86000,三等奖,山海行·中山经,福建工程学院,林振宇、李佳静,熊敏
Table128_2978,86008,三等奖,口袋拾荒,浙江科技学院,朱晨捷、王佳杰、邱一帆,楼宋江、岑岗
Table128_2979,86023,三等奖,智能快借,浙江科技学院,张世明、祝天水、刘寅,唐伟
Table128_2980,86037,三等奖,Filer-文件快速搜索管理服务,中国石油大学(华东),许昊轩、李恒源、陈一扬,王雷全
Table128_2981,86044,三等奖,登高,闽南理工学院,徐文婷、黄雅丽、庄佩诗,吴文忠、李明月
Table128_2982,86045,三等奖,基于 Vue 和 SpringBoot 的网上书城系统实现,中国石油大学(华东),张子昂、方宏、周俊辉,郭磊
Table128_2983,86051,三等奖,什么是大数据？,闽南理工学院,蔡菲菲,吴文忠
Table128_2984,86055,三等奖,“Paper System”基于深度学习的主观题评分系统,中国石油大学(华东),朱金泽、陈旭、许夏明,李世宝
Table128_2985,86056,二等奖,重寻行动,福建工程学院,张秋月、郑恬甜、翁茹婕,熊敏
Table128_2986,86064,三等奖,匠心·瓷韵——基于德化白瓷文化下的艺术商业空间重组与开发,闽南理工学院,陈张璟、苏育堃、王煜文,张建勇
Table128_2987,86075,一等奖,海城祷歌,福建江夏学院,孙元真、郭艺婷,林俊
Table128_2988,86077,三等奖,凤凰古城,青岛大学,闫勇、唐玲、林鹤钰、王聪聪、王耀华,任雪玲、董宇
Table128_2989,86086,二等奖,微泛——企业合同审核管理系统,浙江科技学院,朱润锴、沈梦婷、梁娅勤,岑跃峰、岑岗
Table128_2990,86133,二等奖,雨中行动,上海音乐学院,郁一凡,刘灏
Table129_2991,86139,三等奖,戏中芭蕾,闽南理工学院,张龙祥、刘倩,林晓芳、张冬冬
Table129_2992,86181,三等奖,基于 AR 的拆分应用,中国石油大学(华东),赵成锁、周恩利、赵如祥,李卓军
Table129_2993,86199,三等奖,绚丽动感人物合成-ps 教学视频,闽南理工学院,黄鑫雨,张译夫
Table129_2994,86221,二等奖,海滨邹鲁??木雕造象,闽南理工学院,张清凤、何心怡、肖芸,韩雅勤、李超逸
Table129_2995,86239,三等奖,窨香 非遗茶具设计,福建工程学院,竺苑青,武志军
Table129_2996,86249,二等奖,飞鸟传书,福建工程学院,陈若若,陈锋、熊敏
Table129_2997,86256,三等奖,传说,巢湖学院,吴婉如、吴春秀、汪蕊,曹艺、王晓晖
Table129_2998,86257,二等奖,命运与共和谐共生,福建工程学院,林潜馨、郭晨露,陈锋、颜雪洋
Table129_2999,86263,二等奖,鸟与人类,福建工程学院,胡雅婷、罗海沣、叶治国,陈锋、熊敏
Table129_3000,86268,二等奖,智慧环保督办平台,郑州西亚斯学院,宰旭东、张麒麟、何粤涛,周喜平
Table129_3001,86269,二等奖,【挑战四】人口流动数据的新冠疫情预测模型,赣南师范大学,甘晓花、钟定鑫、赖琴,管立新、李孟山
Table129_3002,86271,三等奖,【挑战二】基于 CT 影像的结直肠息肉检测,赣南师范大学,李婷阳、胡明萱、邱燕,管立新、钟琦
Table129_3003,86272,二等奖,【挑战一】智能驾驶小车,四川师范大学,王佳伟、陈云、孙华阳,李军、何浩
Table129_3004,86273,三等奖,【挑战二】基于 Faster R-CNN 的结肠息肉检测系统,四川师范大学,肖耀、李勇志、高佳腾,李军、何浩
Table129_3005,86277,三等奖,我们的故事,江苏海洋大学,赵凯、杨华、朱润东,樊宁
Table129_3006,86284,三等奖,【挑战二】人工智能挑战赛,长沙理工大学,赵韵曦、陈泽宇、韩添润,陈沅涛、熊兵
Table129_3007,86288,三等奖,好日子,北京科技大学,赵雨佳、吴义豪,黄晓璐、李新宇
Table129_3008,86294,二等奖,“智慧司法”——政汇帮,华东政法大学,巨子轩、叶林隽、康鑫,刘琴
Table129_3009,86296,三等奖,单兵空防熬训系统,洛阳理工学院,应树成、李坤鹏、王嫣红,高翔、王新新
Table129_3010,86298,三等奖,一瓶二十四节“汽”水,华东政法大学,周雨心,刘琴
Table129_3011,86299,三等奖,行走在四季,华东政法大学,朱一婷、刘清音、李雪瑶,唐玲
Table129_3012,86300,三等奖,斫琴人,杭州师范大学钱江学院,陈毓灵、佘晨曦、王鑫,李继卫
Table129_3013,86304,二等奖,唐诗遗韵,杭州师范大学钱江学院,徐通、杨佳琦,李继卫
Table129_3014,86316,三等奖,殇离,上海音乐学院,赵雨恬,刘灏
Table129_3015,86326,三等奖,把黑夜照亮,内江师范学院,张鑫磊,敬晓亲
Table129_3016,86331,三等奖,断理,浙江传媒学院,史历伟、程菀菀、吴子钰,刘奇、王俊
Table129_3017,86341,三等奖,【挑战一】基于视觉的自主驾驶小车,中国人民解放军海军航,孙文煜、朱陶、杨涛,王凤芹、张燕红
Table130_3018,N/A,N/A,N/A,空大学,N/A,N/A
Table130_3019,86344,三等奖,“修了么”维修业务对接 APP,洛阳师范学院,王润泽、曾敬杰、常培琳,姬孟洛、刘栋
Table130_3020,86345,二等奖,窑火青魂,浙江科技学院,谭沁慈、李迅、戴宛真、胡慧菁、汪亨达,刘省权、楼宋江
Table130_3021,86349,三等奖,守护,闽南理工学院,黄培裕,许燕青、黄志彬
Table130_3022,86357,三等奖,《糖画》,江西师范大学,徐静涵、高薇薇、王润、吴俊勋,王萍
Table130_3023,86364,三等奖,嘟谷， 嘟谷,浙江传媒学院,彭源、李政洋,李琳、徐卓
Table130_3024,86366,三等奖,基于深度学习的服装尺寸实时测量,中国石油大学(华东),陈荣灿、张彭奕、赵一鸣,李昕、李华昱
Table130_3025,86367,三等奖,归鸟,中国石油大学(华东),杨彬、白一诺、陈子璇、吕成龙,付文霞
Table130_3026,86369,二等奖,Above The Sky,集美大学,陈捷,柴庆伟
Table130_3027,86378,三等奖,微观角落中的躁动,浙江传媒学院,张翔宇,王俊
Table130_3028,86398,一等奖,魔王宫殿,浙江音乐学院,顾斯怡,姜超迁、王新宇
Table130_3029,86404,三等奖,未尽之梦,浙江音乐学院,蔡婧妍,姜超迁、李乐夫
Table130_3030,86413,二等奖,碎梦,浙江音乐学院,张奕,段瑞雷、黄晓东
Table130_3031,86415,二等奖,Plato,浙江音乐学院,全佳琪,李秋筱、李曼妮
Table130_3032,86436,三等奖,在线人脸混合生成网站,青岛大学,唐国顺、杨世龙、管明晓,金东
Table130_3033,86443,三等奖,图像计数游戏,青岛大学,孙宗浩、李一鸣、石卫超,张志梅
Table130_3034,86447,三等奖,微课《陋室铭》,南阳师范学院,艾刘才、陈漪涟,乔贵春、张鸿军
Table130_3035,86451,三等奖,【挑战二】基于深度学习的 CT 影像结直肠息肉检测,滨州学院,李春蕾、李文浩、孟振,陈巩
Table130_3036,86453,三等奖,面向不平衡数据的网络异常流量检测,滨州学院,张佳军、邵焕超、齐浩,陈巩
Table130_3037,86458,一等奖,“点亮繁星”美术教育小程序应用系统,中原工学院,郭名儒、王思旭、杨南南,张冲、王冰
Table130_3038,86460,三等奖,“豫情豫景”个性化河南旅行平台,中原工学院,王振海、张雪杰、王苗苗,邢颖
Table130_3039,86462,三等奖,【挑战三】模拟物流分拣,江南大学,李浩滇、周余民、张迪,彭力
Table130_3040,86469,三等奖,《饺子的文化与传承——张仲景“娇耳汤”》,南阳师范学院,马航航、樊美彤、李帅、杨圣楠,刘洋
Table131_3041,86472,三等奖,脑功能解码可视化分析平台,陕西科技大学,林华伟、李艳平,齐勇
Table131_3042,86475,三等奖,巴渝传统建筑文化传承与展示,南阳师范学院,李帅伟、孙敬尧,赵耀
Table131_3043,86478,三等奖,基于物联网和云端的智能家居远程控制系统,杭州师范大学钱江学院,韩齐、张晨、祝贺,王玉槐
Table131_3044,86491,三等奖,智慧路灯物联网综合管理系统,陕西科技大学,林杰、廉柯、尚佳童,薛涛
Table131_3045,86492,三等奖,一学一报——陕西省高校党委理论学习中心组学习上报平台,陕西科技大学,李少轩、王佳、张帆,邓萌、张诚
Table131_3046,86497,三等奖,《秦腔凡音之形》,陕西科技大学,万一凡、秦雪霏、王惠,侯卫敏、米高峰
Table131_3047,86498,二等奖,基于物联网的智能温室控制系统,中国石油大学(华东),周月杰、张天、高宇航,李永、孙冰
Table131_3048,86501,一等奖,梦回大唐,陕西科技大学,卢娅阁、牛晓舟、吴婧雅,侯卫敏、米高峰
Table131_3049,86502,二等奖,曲艺腔调,陕西科技大学,陶晓阳、唐蜜、吴鸿睿,侯卫敏、米高峰
Table131_3050,86505,三等奖,《龙之韵》,陕西科技大学,蒋果晋、樊冠中、宋昊,王文中、米高峰
Table131_3051,86508,三等奖,【挑战三】模拟物流分拣,梧州学院,徐赞涛、刘鹤、庞家豪,许才顼、岑彩纯
Table131_3052,86509,三等奖,【挑战二】基于改进卷积神经网络的结直肠息肉检测算法,中国人民解放军海军航空大学,侯佳坊、许蕃、曹源,张杰、刘凯
Table131_3053,86538,三等奖,曙光,江苏第二师范学院,曾禹瑞,王丞
Table131_3054,86541,三等奖,断弦,安阳师范学院,路科会,刘畅、王华威
Table131_3055,86544,三等奖,COACH,集美大学,赵杰,柴庆伟
Table131_3056,86551,三等奖,【挑战一】基于视觉的自主驾驶小车,中国计量大学,许凯成、郑安迪、董明泽,陈锡爱、富雅琼
Table131_3057,86563,三等奖,【挑战三】人工智能挑战赛,安徽大学,盛一帆、舒翔、任乾坤,程志友、黎明曦
Table131_3058,86588,三等奖,蒲公英公益捐书平台,郑州工程技术学院,孙宣旗、芦婷婷、刘承承,王爱菊
Table131_3059,86590,二等奖,诏安“黄金兴”,福建工程学院,江南,陈锋
Table131_3060,86620,三等奖,Al-Gran,山东工艺美术学院,董佳磊、吴帅、逄蕙宁,牟堂娟、韩永刚
Table131_3061,86633,三等奖,帮帮帮,贵州民族大学,刘学、杨尧、龙珍仙,陈妍
Table131_3062,86634,三等奖,场所精神视域下关于儿童应答型都市空间设计,福建江夏学院,梁嘉华,龚正
Table131_3063,86636,一等奖,《梦元夕》,南京师范大学音乐学院,季欣怡,吕振斌
Table131_3064,86637,二等奖,《李清照》,南京师范大学音乐学院,周明慧,吕振斌
Table131_3065,86648,三等奖,民间的艺术情怀,闽南理工学院,傅虞,吴文忠
Table132_3066,86650,三等奖,唐梦,福州大学厦门工艺美术学院,林畅,陈树超、黄晓瑜
Table132_3067,86654,三等奖,渔歌,福州大学厦门工艺美术学院,郑嘉伟,黄晓瑜
Table132_3068,86660,二等奖,李白 Vs 苏轼：问月,河南大学,高雅宁、郭一帆,杨亮
Table132_3069,86661,三等奖,鹤辞,解放军空军航空大学,肖骁笑、薛晟、张克亭,王光宇、李晓静
Table132_3070,86665,三等奖,有生鲜农贸商城,青岛大学,周琪、高荣秀、赵贤,邹岚
Table132_3071,86666,三等奖,岁月变迁,中国美术学院,雷奉溢、吴有佑,N/A
Table132_3072,86671,三等奖,以渔平台——公益电商平台的燃灯者,福州外语外贸学院,王锦可、徐浩胧、张佳月,冯琳洁、祝捷
Table132_3073,86675,三等奖,牡丹亭,广东科技学院,冯建灿、李亮、黄建辉,高旭
Table132_3074,86682,三等奖,汽车黑匣子---实时再现行车记录仪,闽南理工学院,洪晨阳、陈佩云、林丽明,李荣彬、涂启泮
Table132_3075,86693,二等奖,【挑战二】基于 Efficient-YOLOv3 的结直肠息肉检测模型,徐州医科大学,吴佳伟、罗江、孙伟琴,王德广、王辉
Table132_3076,86696,二等奖,话年,青岛农业大学,让一桥、张正伟、许皓,杜建伟
Table132_3077,86697,二等奖,Baetyl 轻量级容器工业现场视频监测,天津师范大学,邢昊曈、王君贤、褚文秀,冯为嘉
Table132_3078,86710,三等奖,餐厅防疫人流量实时监测系统,华北水利水电大学,姜懿、冯科榜、张璞凡,张速
Table132_3079,86714,二等奖,棋盘压缩树（CCTree）,南阳师范学院,黄伟龙、龚泓宇,马翩翩
Table132_3080,86719,三等奖,而后少年,武汉音乐学院,欧阳文俊,何井
Table132_3081,86726,三等奖,生之律,武汉音乐学院,王梓屹,何井
Table132_3082,86729,三等奖,勾股定理奇妙之旅,河南师范大学,杨梦冉、黄苗苗、刘雅琪,岳冬利
Table132_3083,86738,一等奖,立体图形与平面图形,河南师范大学,张君如、裴锦博、胡星宇,赵晓焱
Table132_3084,86739,二等奖,豫见河南,河南师范大学,许力戈、于鑫泉、刘天琪,刘栋
Table132_3085,86741,三等奖,智能垃圾分类系统,凯里学院,雷凯、余永奇、吴正标,李俊杰、杨毅
Table132_3086,86742,二等奖,石头人还是木头人？,武汉音乐学院,陈开元,冯坚
Table132_3087,86745,三等奖,【挑战四】基于 GEP 算法的新冠病毒感染预测模型,南宁学院,陈铨、林锦昌,霍思聪、梁婷婷
Table132_3088,86746,三等奖,【挑战二】基于深度学习的结直肠息肉自动检测,南宁学院,付明超、方万东、梁昌见,梁国际、梁婷婷
Table132_3089,86748,三等奖,基于 Django 小程序的轻票码电子互动票务平台,河南师范大学,王晔、高翔、郝建潮,张磊
